DWA_ID,DWA_Title,total_steps,M1_count,M1_share,M2_count,M2_share,M3_count,M3_share,M4_count,M4_share,M5_count,M5_share,M6_count,M6_share,M7_count,M7_share,Noise_count,Noise_share,dominant_macro,dominant_share,macro_diversity,entropy
4.A.4.a.5.I02.D01,Treat patients using psychological therapies.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,0,0.0,2,0.25,M6,0.75,2,0.8113
4.A.2.b.1.I03.D04,Approve expenditures.,8,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,4,0.5,Noise,0.5,3,1.4056
4.A.2.a.2.I02.D02,Sort materials or objects for processing or transport.,7,3,0.4286,0,0.0,1,0.1429,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4286,M1,0.4286,3,1.4488
4.A.1.b.2.I12.D08,Conduct test runs of production equipment.,8,0,0.0,0,0.0,0,0.0,3,0.375,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,2,0.9544
4.A.3.a.2.I46.D07,Prepare hoses or water supplies to fight fires.,7,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,0,0.0,0,0.0,6,0.8571,Noise,0.8571,2,0.5917
4.A.3.b.6.I08.D08,Record agricultural or forestry inventory data.,9,4,0.4444,0,0.0,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4444,M1,0.4444,3,1.3921
4.A.2.b.3.I01.D19,Attend educational events to update medical knowledge.,8,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,6,0.75,0,0.0,1,0.125,M6,0.75,3,1.0613
4.A.4.a.5.I11.D06,Assist healthcare practitioners during surgery.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,0,0.0,1,0.1429,M6,0.8571,2,0.5917
4.A.1.a.1.I02.D04,Read work orders or other instructions to determine product specifications or materials requirements.,7,1,0.1429,0,0.0,0,0.0,1,0.1429,0,0.0,0,0.0,3,0.4286,2,0.2857,M7,0.4286,4,1.8424
4.A.1.a.1.I23.D05,Interview people to gather information about criminal activities.,7,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.1.a.1.I15.D02,Investigate personal characteristics or activities of individuals.,8,0,0.0,0,0.0,0,0.0,5,0.625,2,0.25,0,0.0,0,0.0,1,0.125,M4,0.625,3,1.2988
4.A.4.b.6.I10.D04,Counsel clients regarding interpersonal issues.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,1,0.125,M6,0.875,2,0.5436
4.A.3.b.6.I08.D30,Document organizational or operational procedures.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.2.a.4.I02.D02,Analyze industry trends.,8,0,0.0,0,0.0,0,0.0,5,0.625,2,0.25,0,0.0,1,0.125,0,0.0,M4,0.625,3,1.2988
4.A.4.a.7.I02.D06,Negotiate financial arrangements.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,1,0.125,M6,0.875,2,0.5436
4.A.3.a.3.I08.D03,"Operate cranes, hoists, or other moving or lifting equipment.",8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M1,1.0,1,-0.0
4.A.1.a.1.I08.D02,Research geological features or processes.,9,0,0.0,1,0.1111,0,0.0,8,0.8889,0,0.0,0,0.0,0,0.0,0,0.0,M4,0.8889,2,0.5033
4.A.2.b.1.I09.D01,Implement organizational process or policy changes.,8,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,0,0.0,1,0.125,M5,0.875,2,0.5436
4.A.1.b.2.I12.D04,Test performance of aircraft equipment.,8,0,0.0,0,0.0,0,0.0,3,0.375,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,2,0.9544
4.A.4.a.2.I11.D02,"Communicate technical information to suppliers, contractors, or regulatory agencies.",6,0,0.0,0,0.0,0,0.0,1,0.1667,0,0.0,0,0.0,0,0.0,5,0.8333,Noise,0.8333,2,0.65
4.A.4.a.2.I04.D01,Confer with others to resolve production problems or equipment malfunctions.,8,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,1,0.125,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.4.c.3.I07.D01,Monitor availability of equipment or supplies.,9,7,0.7778,0,0.0,0,0.0,2,0.2222,0,0.0,0,0.0,0,0.0,0,0.0,M1,0.7778,2,0.7642
4.A.3.a.2.I07.D02,Shape clay or dough to create products.,8,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,M2,0.625,2,0.9544
4.A.4.b.6.I09.D03,Advise others on health and safety issues.,8,0,0.0,0,0.0,0,0.0,1,0.125,5,0.625,0,0.0,0,0.0,2,0.25,M5,0.625,3,1.2988
4.A.2.b.3.I01.D16,Maintain professional knowledge or certifications.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4,0,0.0,6,0.6,Noise,0.6,2,0.971
4.A.2.b.1.I05.D02,Rule on admissibility of legal proceedings.,8,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.1.b.3.I01.D17,Measure the level or depth of water or other liquids.,8,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.4.a.5.I11.D04,Position patients for treatment or examination.,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.4.b.4.I15.D04,Coordinate enforcement of laws or regulations.,8,0,0.0,0,0.0,0,0.0,2,0.25,1,0.125,0,0.0,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.1.b.2.I05.D05,Inspect work environments to ensure safety.,7,1,0.1429,0,0.0,0,0.0,2,0.2857,2,0.2857,0,0.0,0,0.0,2,0.2857,M4,0.2857,4,1.9502
4.A.4.a.5.I10.D10,Assist customers with product selection.,7,1,0.1429,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,0,0.0,0,0.0,M6,0.8571,2,0.5917
4.A.2.b.2.I13.D03,"Design micro- or nano-scale materials, devices, or systems.",10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7,3,0.3,M7,0.7,2,0.8813
4.A.1.b.1.I02.D02,Identify potential customers.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.2.b.5.I02.D04,Schedule equipment maintenance.,9,0,0.0,0,0.0,0,0.0,2,0.2222,5,0.5556,1,0.1111,0,0.0,1,0.1111,M5,0.5556,4,1.6577
4.A.3.a.1.I07.D08,Compact materials to create level bases.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,Noise,1.0,1,-0.0
4.A.3.b.1.I06.D10,Enter codes or other information into computers.,5,1,0.2,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,1,0.2,M4,0.6,3,1.371
4.A.1.a.1.I08.D03,Conduct climatological research.,8,0,0.0,0,0.0,0,0.0,6,0.75,0,0.0,0,0.0,1,0.125,1,0.125,M4,0.75,3,1.0613
4.A.4.c.2.I02.D03,Administer standardized physical or psychological tests.,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.8182,0,0.0,2,0.1818,M6,0.8182,2,0.684
4.A.2.a.2.I02.D03,Sort recyclable materials.,10,5,0.5,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,M1,0.5,3,1.4855
4.A.3.a.1.I06.D08,Stack finished items for further processing or shipment.,8,4,0.5,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,M1,0.5,3,1.4056
4.A.1.b.2.I06.D17,Inspect completed work to ensure proper installation.,10,0,0.0,0,0.0,0,0.0,8,0.8,2,0.2,0,0.0,0,0.0,0,0.0,M4,0.8,2,0.7219
4.A.2.a.4.I07.D16,Analyze traffic data.,10,5,0.5,0,0.0,0,0.0,1,0.1,3,0.3,0,0.0,0,0.0,1,0.1,M1,0.5,4,1.6855
4.A.4.b.4.I09.D09,Prepare operational budgets for green energy or other green operations.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,M7,1.0,1,-0.0
4.A.4.b.6.I11.D03,Advise others on financial matters.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.9,0,0.0,1,0.1,M6,0.9,2,0.469
4.A.3.a.4.I01.D05,"Travel to work sites to perform installation, repair or maintenance work.",9,3,0.3333,1,0.1111,0,0.0,1,0.1111,1,0.1111,0,0.0,0,0.0,3,0.3333,M1,0.3333,5,2.1133
4.A.3.b.6.I11.D05,Maintain medical records.,5,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,2,0.4,0,0.0,1,0.2,M6,0.4,4,1.9219
4.A.3.a.2.I17.D01,Cast molds of patient anatomies to create medical or dental devices.,8,0,0.0,7,0.875,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,M2,0.875,2,0.5436
4.A.3.a.1.I11.D07,Maintain security.,8,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,0,0.0,0,0.0,1,0.125,M4,0.875,2,0.5436
4.A.3.a.3.I04.D05,Operate medical equipment.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.4.b.6.I03.D03,Advise others on green energy or related technologies.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4286,2,0.2857,2,0.2857,M6,0.4286,3,1.5567
4.A.3.b.4.I01.D01,Maintain facilities.,10,0,0.0,0,0.0,0,0.0,7,0.7,2,0.2,0,0.0,0,0.0,1,0.1,M4,0.7,3,1.1568
4.A.4.a.6.I02.D01,Merchandise healthcare products or services.,10,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,8,0.8,0,0.0,1,0.1,M6,0.8,3,0.9219
4.A.3.a.1.I09.D01,Sterilize medical equipment or instruments.,12,1,0.0833,3,0.25,0,0.0,1,0.0833,0,0.0,0,0.0,0,0.0,7,0.5833,Noise,0.5833,4,1.5511
4.A.4.b.4.I03.D03,Coordinate musical rehearsals or performances.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7,0,0.0,3,0.3,M6,0.7,2,0.8813
4.A.2.b.2.I07.D05,Develop specifications for computer network operation.,10,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,4,0.4,5,0.5,Noise,0.5,3,1.361
4.A.3.a.3.I12.D04,Operate textile cutting or production equipment.,7,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.3.a.1.I03.D11,Clean building walls or flooring.,8,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.2.b.2.I16.D02,Apply knowledge or research findings to address environmental problems.,9,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333,0,0.0,1,0.1111,5,0.5556,Noise,0.5556,3,1.3516
4.A.3.a.2.I03.D07,Cook foods.,10,0,0.0,8,0.8,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,M2,0.8,3,0.9219
4.A.3.a.3.I03.D07,Operate equipment or vehicles to clear construction sites or move materials.,9,2,0.2222,3,0.3333,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333,M2,0.3333,4,1.8911
4.A.2.a.1.I02.D04,Evaluate effectiveness of personnel policies or practices.,7,0,0.0,0,0.0,0,0.0,2,0.2857,3,0.4286,0,0.0,0,0.0,2,0.2857,M5,0.4286,3,1.5567
4.A.1.b.2.I06.D01,Verify alignment of structures or equipment.,7,0,0.0,5,0.7143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857,M2,0.7143,2,0.8631
4.A.3.a.2.I04.D09,Bolt objects into place.,10,1,0.1,7,0.7,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,M2,0.7,4,1.3568
4.A.4.b.3.I02.D08,Instruct college students in social sciences or humanities disciplines.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7,0,0.0,3,0.3,M6,0.7,2,0.8813
4.A.1.a.2.I05.D04,Monitor animal behavior or condition.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.2.a.3.I03.D05,Examine financial records to ensure compliance with policies or regulations.,10,1,0.1,0,0.0,0,0.0,4,0.4,3,0.3,0,0.0,0,0.0,2,0.2,M4,0.4,4,1.8464
4.A.4.a.2.I03.D17,Communicate dining or order details to kitchen personnel.,6,0,0.0,2,0.3333,0,0.0,0,0.0,0,0.0,2,0.3333,0,0.0,2,0.3333,M2,0.3333,3,1.585
4.A.2.b.2.I05.D03,Establish rules or policies governing student behavior.,11,0,0.0,0,0.0,0,0.0,1,0.0909,4,0.3636,0,0.0,0,0.0,6,0.5455,Noise,0.5455,3,1.3222
4.A.3.a.3.I07.D02,Operate natural gas generation equipment.,7,0,0.0,0,0.0,0,0.0,5,0.7143,0,0.0,0,0.0,0,0.0,2,0.2857,M4,0.7143,2,0.8631
4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",7,0,0.0,0,0.0,0,0.0,5,0.7143,0,0.0,0,0.0,0,0.0,2,0.2857,M4,0.7143,2,0.8631
4.A.1.a.2.I07.D08,Monitor alarm systems.,6,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.3.a.2.I41.D08,Draw guide lines or markings on materials or workpieces using patterns or other references.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,Noise,1.0,1,-0.0
4.A.2.b.2.I14.D04,Design energy production or management equipment or systems.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,8,0.8,Noise,0.8,2,0.7219
4.A.2.b.3.I01.D22,Study product information to acquire professional knowledge.,10,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7,1,0.1,1,0.1,M6,0.7,4,1.3568
4.A.2.b.2.I18.D04,"Create images of data, locations, or products.",8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,7,0.875,Noise,0.875,2,0.5436
4.A.1.a.2.I01.D10,Monitor equipment operation to ensure that products are not flawed.,10,0,0.0,0,0.0,0,0.0,5,0.5,0,0.0,0,0.0,0,0.0,5,0.5,M4,0.5,2,1.0
4.A.3.a.1.I10.D01,Transport biological or other medical materials.,7,2,0.2857,4,0.5714,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,0,0.0,M2,0.5714,3,1.3788
4.A.3.a.2.I23.D01,"Secure watercraft to docks, wharves or other vessels.",10,9,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,M1,0.9,2,0.469
4.A.1.a.2.I06.D07,"Monitor student behavior, social development, or health.",8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,6,0.75,0,0.0,1,0.125,M6,0.75,3,1.0613
4.A.3.a.1.I12.D06,Accompany individuals or groups to activities.,8,4,0.5,0,0.0,0,0.0,1,0.125,0,0.0,1,0.125,0,0.0,2,0.25,M1,0.5,4,1.75
4.A.1.b.2.I05.D02,Inspect work sites to identify potential environmental or safety hazards.,7,1,0.1429,0,0.0,0,0.0,2,0.2857,2,0.2857,0,0.0,0,0.0,2,0.2857,M4,0.2857,4,1.9502
4.A.2.a.3.I01.D02,Examine documents to verify adherence to requirements.,8,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,1,0.125,2,0.25,M5,0.625,3,1.2988
4.A.3.a.1.I03.D02,"Clean food preparation areas, facilities, or equipment.",12,1,0.0833,11,0.9167,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,0.9167,2,0.4138
4.A.1.a.1.I20.D01,Research engineering aspects of biological or chemical processes.,10,0,0.0,1,0.1,0,0.0,2,0.2,1,0.1,0,0.0,0,0.0,6,0.6,Noise,0.6,4,1.571
4.A.3.a.2.I05.D02,Sew materials.,10,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.1.b.2.I01.D08,Test biological specimens to gather information about patient conditions.,11,2,0.1818,3,0.2727,0,0.0,1,0.0909,0,0.0,3,0.2727,0,0.0,2,0.1818,M2,0.2727,5,2.2313
4.A.4.b.4.I01.D19,Supervise workers performing environmentally sustainable activities.,9,0,0.0,1,0.1111,0,0.0,1,0.1111,2,0.2222,1,0.1111,0,0.0,4,0.4444,Noise,0.4444,5,2.0588
4.A.3.b.4.I04.D07,Maintain test equipment.,9,0,0.0,1,0.1111,0,0.0,5,0.5556,0,0.0,0,0.0,0,0.0,3,0.3333,M4,0.5556,3,1.3516
4.A.1.b.3.I05.D01,Measure clients to ensure proper product fit.,9,0,0.0,0,0.0,0,0.0,1,0.1111,0,0.0,2,0.2222,0,0.0,6,0.6667,Noise,0.6667,3,1.2244
4.A.1.a.1.I02.D02,Read maps to determine routes.,6,5,0.8333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1667,M1,0.8333,2,0.65
4.A.4.a.2.I08.D02,Notify others of equipment repair or maintenance needs.,7,1,0.1429,0,0.0,0,0.0,1,0.1429,1,0.1429,0,0.0,0,0.0,4,0.5714,Noise,0.5714,4,1.6645
4.A.4.c.3.I03.D08,Distribute supplies to workers.,8,3,0.375,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,Noise,0.5,3,1.4056
4.A.4.b.3.I04.D10,Train food preparation or food service personnel.,10,0,0.0,9,0.9,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,M2,0.9,2,0.469
4.A.2.b.1.I11.D02,Mix sound inputs.,11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0909,1,0.0909,9,0.8182,Noise,0.8182,3,0.8659
4.A.3.b.1.I06.D07,Prepare data for analysis.,8,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.1.b.1.I01.D01,Apply identification labels or tags.,8,3,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,2,0.9544
4.A.3.b.6.I15.D02,Prepare reports detailing student activities or performance.,10,2,0.2,0,0.0,0,0.0,2,0.2,4,0.4,2,0.2,0,0.0,0,0.0,M5,0.4,4,1.9219
4.A.4.b.4.I09.D01,Manage budgets for personal services operations.,10,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.8,1,0.1,M7,0.8,3,0.9219
4.A.4.c.1.I01.D10,Perform administrative or clerical tasks.,9,4,0.4444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5556,Noise,0.5556,2,0.9911
4.A.4.a.5.I03.D02,Administer basic health care or medical treatments.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,0,0.0,1,0.1429,M6,0.8571,2,0.5917
4.A.4.a.5.I11.D03,Adjust positions of patients on beds or tables.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,1,0.125,M6,0.875,2,0.5436
4.A.2.a.1.I02.D07,Evaluate civic projects or public policies.,11,0,0.0,0,0.0,0,0.0,3,0.2727,3,0.2727,0,0.0,1,0.0909,4,0.3636,Noise,0.3636,4,1.8676
4.A.3.b.6.I05.D03,"Document events or evidence, using photographic or audiovisual equipment.",8,0,0.0,0,0.0,0,0.0,6,0.75,0,0.0,0,0.0,0,0.0,2,0.25,M4,0.75,2,0.8113
4.A.3.a.2.I14.D02,Trim trees or other vegetation.,9,1,0.1111,3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5556,Noise,0.5556,3,1.3516
4.A.4.c.1.I03.D04,Execute sales or other financial transactions.,9,2,0.2222,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7778,0,0.0,0,0.0,M6,0.7778,2,0.7642
4.A.4.b.4.I01.D17,Supervise laboratory work.,9,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111,1,0.1111,0,0.0,7,0.7778,Noise,0.7778,3,0.9864
4.A.4.b.4.I11.D01,Organize recreational activities or events.,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.6667,0,0.0,4,0.3333,M6,0.6667,2,0.9183
4.A.2.a.4.I07.D05,Interpret research or operational data.,11,0,0.0,0,0.0,0,0.0,9,0.8182,0,0.0,0,0.0,0,0.0,2,0.1818,M4,0.8182,2,0.684
4.A.2.b.1.I08.D11,"Determine types of equipment, tools, or materials needed for jobs.",11,0,0.0,0,0.0,0,0.0,1,0.0909,1,0.0909,0,0.0,6,0.5455,3,0.2727,M7,0.5455,4,1.6172
4.A.1.b.3.I01.D11,Weigh finished products.,8,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.3.a.2.I20.D05,Install instrumentation or electronic equipment or systems.,10,0,0.0,1,0.1,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,8,0.8,Noise,0.8,3,0.9219
4.A.3.a.2.I20.D01,"Install electrical components, equipment, or systems.",13,0,0.0,0,0.0,0,0.0,5,0.3846,0,0.0,0,0.0,0,0.0,8,0.6154,Noise,0.6154,2,0.9612
4.A.1.a.2.I08.D01,Monitor market conditions or trends.,8,1,0.125,0,0.0,0,0.0,6,0.75,1,0.125,0,0.0,0,0.0,0,0.0,M4,0.75,3,1.0613
4.A.1.a.2.I09.D01,Inspect landscaping to determine treatment needs.,10,1,0.1,0,0.0,0,0.0,2,0.2,1,0.1,0,0.0,0,0.0,6,0.6,Noise,0.6,4,1.571
4.A.4.a.2.I01.D01,Communicate with the public on environmental issues.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.9,1,0.1,0,0.0,M6,0.9,2,0.469
4.A.3.a.3.I07.D05,Operate energy distribution equipment.,10,1,0.1,0,0.0,0,0.0,7,0.7,0,0.0,0,0.0,0,0.0,2,0.2,M4,0.7,3,1.1568
4.A.2.b.2.I18.D21,Create graphical representations of industrial production systems.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,Noise,1.0,1,-0.0
4.A.1.a.2.I01.D09,Assess equipment functioning.,7,0,0.0,0,0.0,0,0.0,2,0.2857,0,0.0,0,0.0,0,0.0,5,0.7143,Noise,0.7143,2,0.8631
4.A.2.a.4.I10.D02,Analyze forensic evidence to solve crimes.,10,0,0.0,0,0.0,0,0.0,9,0.9,0,0.0,0,0.0,0,0.0,1,0.1,M4,0.9,2,0.469
4.A.2.b.2.I21.D01,Create models of engineering designs or methods.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5,5,0.5,M7,0.5,2,1.0
4.A.2.a.1.I04.D02,Evaluate current or prospective maintenance employees.,10,0,0.0,0,0.0,0,0.0,1,0.1,3,0.3,0,0.0,0,0.0,6,0.6,Noise,0.6,3,1.2955
4.A.3.b.4.I02.D15,Maintain fire fighting tools or equipment.,12,1,0.0833,1,0.0833,0,0.0,3,0.25,2,0.1667,0,0.0,0,0.0,5,0.4167,Noise,0.4167,5,2.0546
4.A.3.a.3.I12.D02,Operate cutting equipment.,9,1,0.1111,6,0.6667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222,M2,0.6667,3,1.2244
4.A.4.b.6.I06.D03,Advise clients or community groups on health issues.,9,0,0.0,1,0.1111,0,0.0,0,0.0,0,0.0,4,0.4444,0,0.0,4,0.4444,M6,0.4444,3,1.3921
4.A.1.b.2.I07.D17,Inspect sustainable energy production facilities or equipment.,12,3,0.25,0,0.0,1,0.0833,3,0.25,4,0.3333,0,0.0,0,0.0,1,0.0833,M5,0.3333,5,2.1258
4.A.3.b.6.I08.D26,Record personnel information.,10,9,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,M1,0.9,2,0.469
4.A.4.b.3.I04.D02,Train personnel on proper operational procedures.,7,1,0.1429,1,0.1429,0,0.0,0,0.0,0,0.0,5,0.7143,0,0.0,0,0.0,M6,0.7143,3,1.1488
4.A.1.a.1.I02.D14,"Interpret blueprints, specifications, or diagrams to inform installation, development or operation activities.",7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,2,0.2857,4,0.5714,Noise,0.5714,3,1.3788
4.A.3.a.2.I41.D05,Mark reference points on construction materials.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,Noise,1.0,1,-0.0
4.A.4.c.3.I06.D03,Prescribe medications.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.2.b.1.I01.D04,Determine prices for menu items.,7,0,0.0,2,0.2857,0,0.0,0,0.0,0,0.0,0,0.0,5,0.7143,0,0.0,M7,0.7143,2,0.8631
4.A.3.a.2.I35.D06,Rivet metal components.,10,0,0.0,6,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.4,M2,0.6,2,0.971
4.A.1.b.2.I02.D02,Test green technology installations to verify performance.,9,0,0.0,0,0.0,0,0.0,3,0.3333,0,0.0,0,0.0,0,0.0,6,0.6667,Noise,0.6667,2,0.9183
4.A.1.a.2.I11.D08,Monitor operational activities to ensure compliance with regulations or standard operating procedures.,6,0,0.0,0,0.0,0,0.0,1,0.1667,0,0.0,0,0.0,0,0.0,5,0.8333,Noise,0.8333,2,0.65
4.A.3.b.6.I11.D04,Record patient medical histories.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.3.a.1.I11.D03,"Provide security escorts for officials, jury members, or other individuals.",11,9,0.8182,0,0.0,0,0.0,1,0.0909,0,0.0,0,0.0,0,0.0,1,0.0909,M1,0.8182,3,0.8659
4.A.2.b.2.I08.D04,Develop plans to manage natural or renewable resources.,9,0,0.0,0,0.0,0,0.0,1,0.1111,1,0.1111,0,0.0,4,0.4444,3,0.3333,M7,0.4444,4,1.7527
4.A.2.a.2.I02.D01,Sort mail.,8,5,0.625,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,M1,0.625,3,1.2988
4.A.4.c.1.I03.D08,Arrange insurance coverage.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.9,0,0.0,1,0.1,M6,0.9,2,0.469
4.A.3.a.2.I06.D03,Mount materials or workpieces onto production equipment.,11,0,0.0,6,0.5455,0,0.0,1,0.0909,0,0.0,0,0.0,0,0.0,4,0.3636,M2,0.5455,3,1.3222
4.A.4.a.5.I11.D08,Maintain sterile operative fields.,8,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,1,0.125,M6,0.625,3,1.2988
4.A.4.b.3.I04.D14,Train employees in proper work procedures.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,0,0.0,5,0.625,Noise,0.625,2,0.9544
