DWA_ID,step_order,action_description,mapped_stage,cognitive_or_physical,cluster_id,intelligence_type,confidence,conf_LLM,conf_Multimodal_Perception,conf_Embodied,conf_Human_Bound
4.A.4.c.1.I01.D10,5,Prepare a folder and insert the printed documents in the correct order.,Manipulation_Execution,Physical,15,Embodied,0.5925,0.2208,0.1624,0.5925,0.0244
4.A.4.c.1.I01.D10,6,Label the folder with the client's name and the date of the meeting.,Manipulation_Execution,Physical,-1,LLM,0.6286,0.6286,0.0042,0.0455,0.3216
4.A.4.c.1.I01.D10,7,Double-check the folder to ensure all documents are present and in the correct order.,Feedback_Verification,Cognitive,-1,Embodied,0.468,0.0621,0.37,0.468,0.0999
4.A.4.c.1.I01.D10,8,Place the prepared folder in the designated area for the client meeting.,Navigation_Addressing,Physical,-1,Embodied,0.381,0.3109,0.0118,0.381,0.2962
4.A.4.c.1.I01.D10,9,Notify the relevant team members that the folder is ready for the client meeting.,Intent_Communication,Cognitive,-1,Human_Bound,0.6078,0.1675,0.0056,0.2191,0.6078
4.A.4.a.5.I03.D02,1,Review the patient's medical history and current health status to ensure there are no contraindications for the treatment.,Perception_Diagnosis,Cognitive,1,Human_Bound,0.9415,0.054,0.004,0.0005,0.9415
4.A.4.a.5.I03.D02,2,"Prepare the treatment equipment, including medication or vaccine and syringe, ensuring sterility and proper disposal protocols.",Navigation_Addressing,Physical,-1,Human_Bound,0.3907,0.2503,0.0184,0.3407,0.3907
4.A.4.a.5.I03.D02,3,"Explain the treatment process to the patient, answer any questions, and obtain informed consent.",Intent_Communication,Cognitive,1,Human_Bound,0.9951,0.0042,1e-04,0.0006,0.9951
4.A.4.a.5.I03.D02,4,Administer the treatment (medication or vaccine) following proper technique and safety protocols.,Manipulation_Execution,Physical,1,Human_Bound,0.4906,0.1409,0.0086,0.3599,0.4906
4.A.4.a.5.I03.D02,5,Monitor the patient for any immediate adverse reactions or side effects.,Feedback_Verification,Cognitive,1,Human_Bound,0.8423,0.0713,0.0824,0.004,0.8423
4.A.4.a.5.I03.D02,6,"Document the treatment procedure, including any adverse reactions or concerns, in the patient's medical record.",Feedback_Verification,Cognitive,1,Human_Bound,0.9564,0.0391,0.0016,0.003,0.9564
4.A.4.a.5.I03.D02,7,Provide post-treatment instructions to the patient and answer any remaining questions.,Intent_Communication,Cognitive,1,Human_Bound,0.9749,0.0219,0.0011,0.0021,0.9749
4.A.4.a.5.I11.D03,1,"Approach the patient's bedside and introduce yourself, explaining the repositioning procedure in a calm and reassuring manner.",Intent_Communication,Cognitive,1,Human_Bound,0.7748,0.0106,0.0224,0.1923,0.7748
4.A.4.a.5.I11.D03,2,Assess the patient's current position and identify any pressure points or discomfort.,Perception_Diagnosis,Cognitive,1,Multimodal_Perception,0.8697,0.0359,0.8697,0.0027,0.0917
4.A.4.a.5.I11.D03,3,Lower the bed to a safe height for manual handling and prepare any necessary support items like pillows or cushions.,Navigation_Addressing,Physical,-1,Embodied,0.9758,0.0023,0.0108,0.9758,0.0111
4.A.4.a.5.I11.D03,4,"Support the patient's weight while gently rolling or lifting them to the desired position, ensuring proper alignment of the head, neck, and spine.",Manipulation_Execution,Physical,1,Human_Bound,0.4447,0.0806,0.2082,0.2665,0.4447
4.A.4.a.5.I11.D03,5,"Adjust pillows, cushions, and blankets to provide support and comfort in the new position, ensuring limbs are properly aligned and supported.",Manipulation_Execution,Physical,1,Embodied,0.7584,0.0423,0.053,0.7584,0.1463
4.A.4.a.5.I11.D03,6,Raise the bed to a comfortable working height and confirm the patient's comfort and safety in the new position.,Feedback_Verification,Cognitive,1,Human_Bound,0.5511,0.0706,0.1331,0.2452,0.5511
4.A.4.a.5.I11.D03,7,Ask the patient if they are comfortable in their new position and make any necessary adjustments based on their feedback.,Feedback_Verification,Cognitive,1,Human_Bound,0.7369,0.0994,0.1314,0.0324,0.7369
4.A.4.a.5.I11.D03,8,"Document the repositioning process, including time, position, and any observations, in the patient's chart.",Feedback_Verification,Cognitive,1,LLM,0.5058,0.5058,0.1362,0.0509,0.3071
4.A.2.a.1.I02.D07,1,"Review the project proposal document to understand the initiative's objectives, scope, and expected outcomes.",Intent_Communication,Cognitive,32,LLM,0.9854,0.9854,0.0033,0.0004,0.0109
4.A.2.a.1.I02.D07,2,"Gather baseline data by accessing relevant databases (e.g., city planning, environmental protection, public health) and conducting site visits or observations.",Navigation_Addressing,Physical,19,LLM,0.9878,0.9878,0.0084,0.0011,0.0028
4.A.2.a.1.I02.D07,3,"Analyze gathered data to identify trends, patterns, and potential impacts on relevant aspects such as traffic, public transportation usage, environmental factors, or community engagement.",Perception_Diagnosis,Cognitive,17,LLM,0.9938,0.9938,0.0034,0.0004,0.0024
4.A.2.a.1.I02.D07,4,"Conduct interviews and surveys with stakeholders (e.g., local residents, community leaders, city officials) to understand their needs, concerns, and expectations.",Intent_Communication,Cognitive,-1,LLM,0.9648,0.9648,0.0006,0.0005,0.0341
4.A.2.a.1.I02.D07,5,"Simulate or model the project's potential impacts using specialized software or tools, where applicable.",Manipulation_Execution,Cognitive,-1,LLM,0.9846,0.9846,0.0076,0.0021,0.0058
4.A.2.a.1.I02.D07,6,Compare simulation results or project outcomes with baseline data to quantify and evaluate the project's impacts.,Perception_Diagnosis,Cognitive,-1,LLM,0.9741,0.9741,0.0231,0.0002,0.0026
4.A.2.a.1.I02.D07,7,"Evaluate the project's feasibility, cost-effectiveness, and alignment with city policies and goals, considering available resources and potential challenges.",Perception_Diagnosis,Cognitive,-1,LLM,0.9915,0.9915,0.0008,0.0002,0.0076
4.A.2.a.1.I02.D07,8,"Draft a comprehensive evaluation report, summarizing findings, recommendations, and actionable steps for future improvements.",Manipulation_Execution,Cognitive,17,LLM,0.9853,0.9853,0.0003,1e-04,0.0143
4.A.2.a.1.I02.D07,9,"Review the report with stakeholders to ensure it accurately reflects their inputs and addresses their concerns, incorporating feedback as necessary.",Intent_Communication,Cognitive,29,LLM,0.9736,0.9736,0.0027,0.0002,0.0235
4.A.2.a.1.I02.D07,10,Finalize the evaluation report and submit it to the city council within the given deadline.,Feedback_Verification,Cognitive,29,LLM,0.9682,0.9682,0.0011,0.0026,0.0281
4.A.2.a.1.I02.D07,11,"Present the report to the city council, addressing any questions, clarifications, or concerns they may have.",Feedback_Verification,Cognitive,29,LLM,0.9209,0.9209,0.0021,0.0011,0.0759
4.A.3.b.6.I05.D03,1,"Arrive at the crime scene, assess the environment for potential hazards, and put on personal protective equipment (PPE).",Navigation_Addressing,Physical,2,Human_Bound,0.4164,0.2457,0.08,0.2579,0.4164
4.A.3.b.6.I05.D03,2,"Set up photographic and audiovisual equipment in stable, secure, and strategic locations, ensuring clear visibility of the crime scene.",Navigation_Addressing,Physical,-1,Embodied,0.3801,0.2639,0.1783,0.3801,0.1777
4.A.3.b.6.I05.D03,3,"Review and test camera and audio recorder functionality, ensuring they have sufficient capacity and optimal settings for the environment.",Perception_Diagnosis,Cognitive,-1,LLM,0.6899,0.6899,0.2829,0.001,0.0262
4.A.3.b.6.I05.D03,4,Begin documenting the crime scene by capturing wide-angle shots to establish overall context and close-up shots of key evidence.,Manipulation_Execution,Physical,12,LLM,0.3095,0.3095,0.2444,0.1932,0.2528
4.A.3.b.6.I05.D03,5,"Record video footage of the scene, panning slowly to capture the overall layout, context, and any additional evidence not previously documented.",Manipulation_Execution,Physical,12,Multimodal_Perception,0.6699,0.1059,0.6699,0.1349,0.0893
4.A.3.b.6.I05.D03,6,"Review captured photographic and audiovisual evidence on-site to ensure completeness, quality, and accuracy.",Feedback_Verification,Cognitive,12,Multimodal_Perception,0.5978,0.1876,0.5978,0.011,0.2036
4.A.3.b.6.I05.D03,7,"Label, organize, and securely store the photographic and audiovisual evidence, ensuring it is easily accessible and searchable for further analysis.",Intent_Communication,Cognitive,12,LLM,0.7638,0.7638,0.042,0.035,0.1592
4.A.3.b.6.I05.D03,8,"Exit the crime scene, ensuring the chain of custody is maintained and the scene is preserved for further investigation.",Navigation_Addressing,Physical,2,Human_Bound,0.882,0.0214,0.0062,0.0904,0.882
4.A.3.a.2.I14.D02,1,"Inspect the tree and surrounding area for hazards, such as power lines, and identify branches that need trimming or shaping.",Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.8662,0.0192,0.8662,0.1096,0.0049
4.A.3.a.2.I14.D02,2,"Don personal protective equipment (PPE), including safety glasses, earplugs, gloves, a hard hat, and chainsaw chaps.",Intent_Communication,Physical,5,Embodied,0.8796,0.0037,0.1089,0.8796,0.0078
4.A.3.a.2.I14.D02,3,"Position the ladder safely at the base of the tree, ensuring stable footing, and climb the ladder while maintaining three points of contact.",Navigation_Addressing,Physical,-1,Embodied,0.9539,0.0085,0.0234,0.9539,0.0141
4.A.3.a.2.I14.D02,4,"Assess each branch to be trimmed, determining the best angle and location for the cut, and choose the appropriate tool (pruners, loppers, or chainsaw) for the task.",Perception_Diagnosis,Cognitive,26,Embodied,0.6665,0.2068,0.0791,0.6665,0.0475
4.A.3.a.2.I14.D02,5,"Make the cut using the chosen tool, ensuring the branch falls safely to the ground, and lower it using ropes or controlled drops if necessary.",Manipulation_Execution,Physical,26,Embodied,0.9249,0.0135,0.0094,0.9249,0.0521
4.A.3.a.2.I14.D02,6,"Repeat steps 4 and 5 for all branches on the tree that require trimming, maintaining a safe and controlled environment.",Manipulation_Execution,Physical,-1,Embodied,0.5997,0.3204,0.0397,0.5997,0.0402
4.A.3.a.2.I14.D02,7,"Descend the ladder carefully, maintaining three points of contact, and remove the ladder from the tree's base.",Navigation_Addressing,Physical,-1,Embodied,0.9769,0.0033,0.0086,0.9769,0.0112
4.A.3.a.2.I14.D02,8,"Inspect the trimmed tree from the ground, ensuring it has a well-maintained shape, no hazardous branches remain, and the area is clean.",Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.7668,0.1202,0.7668,0.067,0.046
4.A.3.a.2.I14.D02,9,Collect and dispose of cut branches and debris in an environmentally responsible manner.,Feedback_Verification,Physical,8,Embodied,0.5353,0.4066,0.0143,0.5353,0.0439
4.A.4.c.1.I03.D04,1,Greet the customer and inquire about their needs or the purpose of their visit.,Intent_Communication,Cognitive,4,LLM,0.7126,0.7126,0.0306,0.0428,0.2139
4.A.4.c.1.I03.D04,2,"Verify the customer's identity, if necessary, using an ID scanner or other means.",Intent_Communication,Physical,4,LLM,0.5685,0.5685,0.0491,0.1277,0.2547
4.A.4.c.1.I03.D04,3,Locate and access the customer's account or the items they wish to purchase in the relevant system.,Navigation_Addressing,Cognitive,4,LLM,0.8139,0.8139,0.0108,0.0718,0.1035
4.A.4.c.1.I03.D04,4,"Perform any necessary diagnostics or verifications, such as checking item availability, prices, or customer balance.",Perception_Diagnosis,Cognitive,28,LLM,0.6975,0.6975,0.2025,0.0779,0.0221
4.A.4.c.1.I03.D04,5,"Input transaction details into the relevant system, applying discounts or coupons as needed.",Manipulation_Execution,Cognitive,4,LLM,0.6058,0.6058,0.0251,0.3308,0.0384
4.A.4.c.1.I03.D04,6,"Select and process the customer's preferred payment method, handling cash, cards, or other physical objects securely.",Manipulation_Execution,Physical,4,LLM,0.6122,0.6122,0.0144,0.0585,0.3149
4.A.4.c.1.I03.D04,7,"Print and review the transaction receipt with the customer, allowing them to verify the details.",Feedback_Verification,Physical,4,LLM,0.5432,0.5432,0.0729,0.116,0.268
4.A.4.c.1.I03.D04,8,"Thank the customer, address any further needs, and wish them a pleasant day.",Intent_Communication,Cognitive,4,LLM,0.363,0.363,0.0385,0.259,0.3395
4.A.4.c.1.I03.D04,9,Log out of the customer's account and secure the workstation to maintain privacy and security.,Feedback_Verification,Cognitive,15,Human_Bound,0.737,0.1634,0.0178,0.0818,0.737
4.A.4.b.4.I01.D17,1,"Review the day's experiment schedule and objectives with the team, ensuring alignment with project goals.",Intent_Communication,Cognitive,-1,LLM,0.9082,0.9082,0.0182,0.0036,0.07
4.A.4.b.4.I01.D17,2,Inspect the laboratory to ensure all necessary equipment and materials are available and that the working area is safe.,Perception_Diagnosis,Physical,-1,Multimodal_Perception,0.5383,0.3657,0.5383,0.0307,0.0653
4.A.4.b.4.I01.D17,3,"Circulate through the laboratory, observing researchers' work, providing on-the-spot guidance, and troubleshooting any technical issues.",Perception_Diagnosis,Physical,-1,LLM,0.6634,0.6634,0.2395,0.0122,0.0849
4.A.4.b.4.I01.D17,4,"Monitor the experiments in progress, ensuring adherence to protocols and addressing any deviations or issues.",Perception_Diagnosis,Cognitive,-1,LLM,0.8441,0.8441,0.0768,0.0021,0.077
4.A.4.b.4.I01.D17,5,"Review experimental data for accuracy, consistency, and adherence to quality control standards.",Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.5751,0.4143,0.5751,0.002,0.0086
4.A.4.b.4.I01.D17,6,"Ensure all researchers are following safety protocols, including proper handling of chemicals and waste disposal procedures.",Feedback_Verification,Physical,18,LLM,0.7696,0.7696,0.0379,0.016,0.1765
4.A.4.b.4.I01.D17,7,"Document the day's activities, including any issues, incidents, and experimental results.",Manipulation_Execution,Cognitive,-1,LLM,0.9619,0.9619,0.0273,0.0008,0.01
4.A.4.b.4.I01.D17,8,"Conduct a final lab inspection to ensure all experiments are complete, equipment is properly stored, and safety protocols are followed.",Feedback_Verification,Physical,-1,LLM,0.5338,0.5338,0.3187,0.0175,0.1301
4.A.4.b.4.I01.D17,9,"Conduct a debriefing session with the team, discussing results, addressing any issues, and planning for the next workday.",Intent_Communication,Cognitive,31,Human_Bound,0.499,0.4784,0.0096,0.0131,0.499
4.A.4.b.4.I11.D01,1,"Review event plan, budget, and vendor contracts to ensure compliance with community center policies and regulations.",Intent_Communication,Cognitive,21,LLM,0.9715,0.9715,0.0017,0.0004,0.0264
4.A.4.b.4.I11.D01,2,Identify available dates and reserve necessary spaces and equipment for the event.,Navigation_Addressing,Physical,21,LLM,0.9305,0.9305,0.0024,0.0454,0.0216
4.A.4.b.4.I11.D01,3,"Contact vendors, performers, and volunteers to confirm arrangements, provide necessary information, and address any last-minute changes.",Navigation_Addressing,Cognitive,21,LLM,0.7774,0.7774,0.0025,0.0657,0.1545
4.A.4.b.4.I11.D01,4,Assess the event setup area for potential issues and supervise the setup of event infrastructure.,Perception_Diagnosis,Physical,21,LLM,0.9355,0.9355,0.0121,0.0036,0.0487
4.A.4.b.4.I11.D01,5,"Coordinate with volunteers to set up registration tables, check-in participants, and distribute materials.",Navigation_Addressing,Physical,21,LLM,0.8624,0.8624,0.0022,0.0317,0.1037
4.A.4.b.4.I11.D01,6,"Conduct a final walkthrough of the event area to ensure everything is in place, functional, and safe.",Perception_Diagnosis,Physical,-1,LLM,0.5685,0.5685,0.31,0.0364,0.0851
4.A.4.b.4.I11.D01,7,"Welcome participants, provide event instructions, and answer any questions.",Intent_Communication,Cognitive,-1,LLM,0.7156,0.7156,0.0102,0.0232,0.251
4.A.4.b.4.I11.D01,8,"Monitor the event in real-time, addressing any issues that arise and ensuring participant safety.",Perception_Diagnosis,Physical,21,LLM,0.6698,0.6698,0.0809,0.0148,0.2345
4.A.4.b.4.I11.D01,9,Coordinate with vendors to ensure timely delivery of supplies and manage waste and recycling.,Navigation_Addressing,Cognitive,-1,LLM,0.9106,0.9106,0.0036,0.0794,0.0064
4.A.4.b.4.I11.D01,10,"Announce the event's conclusion, thank participants, and provide information on post-event activities.",Intent_Communication,Cognitive,21,LLM,0.568,0.568,0.0016,0.0057,0.4247
4.A.4.b.4.I11.D01,11,"Oversee the teardown of event infrastructure, ensure the area is left clean and safe, and collect feedback from participants and vendors.",Manipulation_Execution,Physical,21,LLM,0.9164,0.9164,0.0065,0.0153,0.0618
4.A.4.b.4.I11.D01,12,"Document lessons learned, evaluate event success, and develop a plan for improving future events.",Feedback_Verification,Cognitive,-1,LLM,0.9697,0.9697,0.0014,0.0009,0.028
4.A.2.a.4.I07.D05,1,Understand the data collection methodology and format to ensure comprehension of the data structure.,Intent_Communication,Cognitive,-1,LLM,0.9969,0.9969,0.0021,0.0002,0.0008
4.A.2.a.4.I07.D05,2,Access the relevant data repository and retrieve the required dataset.,Navigation_Addressing,Physical,16,LLM,0.9347,0.9347,0.0418,0.0124,0.0111
4.A.2.a.4.I07.D05,3,"Load the dataset into a data analysis software tool (e.g., Python with Pandas, R, or Excel).",Navigation_Addressing,Physical,16,LLM,0.7719,0.7719,0.209,0.0144,0.0048
4.A.2.a.4.I07.D05,4,"Clean the data by handling missing values, outliers, and inconsistencies.",Perception_Diagnosis,Cognitive,16,LLM,0.9265,0.9265,0.0588,0.0105,0.0042
4.A.2.a.4.I07.D05,5,Explore the data using visualizations and summary statistics to gain an initial understanding.,Perception_Diagnosis,Cognitive,17,LLM,0.9832,0.9832,0.0151,0.0004,0.0013
4.A.2.a.4.I07.D05,6,Perform data transformation and aggregation to facilitate trend analysis.,Manipulation_Execution,Cognitive,17,LLM,0.9965,0.9965,0.0018,0.0003,0.0014
4.A.2.a.4.I07.D05,7,Apply statistical methods or machine learning algorithms to identify significant trends.,Manipulation_Execution,Cognitive,17,LLM,0.9631,0.9631,0.0281,0.0009,0.0079
4.A.2.a.4.I07.D05,8,"Interpret the results of the analysis, considering the context and business implications.",Perception_Diagnosis,Cognitive,17,LLM,0.9837,0.9837,0.0019,0.0,0.0144
4.A.2.a.4.I07.D05,9,Create visualizations and summaries to effectively communicate the findings.,Feedback_Verification,Cognitive,17,LLM,0.9742,0.9742,0.005,0.0008,0.02
4.A.2.a.4.I07.D05,10,"Present the findings and recommendations to the relevant team, answering any questions they may have.",Intent_Communication,Cognitive,-1,Human_Bound,0.6483,0.3474,0.0025,0.0017,0.6483
4.A.2.a.4.I07.D05,11,"Document the analysis process, findings, and recommendations for future reference and reproducibility.",Feedback_Verification,Cognitive,17,LLM,0.9538,0.9538,0.0028,1e-04,0.0433
4.A.2.b.1.I08.D11,1,"Review project plans, blueprints, and specifications to understand the scope of work, project requirements, and constraints.",Intent_Communication,Cognitive,32,LLM,0.9912,0.9912,0.0062,0.0008,0.0018
4.A.2.b.1.I08.D11,2,"Consult with architects, engineers, stakeholders, and other relevant parties to gather information and clarify requirements.",Intent_Communication,Cognitive,-1,LLM,0.9873,0.9873,0.0008,0.0006,0.0114
4.A.2.b.1.I08.D11,3,"Research local building codes, regulations, and industry standards to ensure compliance with relevant requirements.",Perception_Diagnosis,Cognitive,-1,LLM,0.9604,0.9604,0.0258,0.0039,0.0099
4.A.2.b.1.I08.D11,4,"Inspect the construction site to assess terrain, accessibility, and potential hazards, and identify any site-specific equipment needs.",Perception_Diagnosis,Physical,19,Multimodal_Perception,0.6047,0.377,0.6047,0.0117,0.0065
4.A.2.b.1.I08.D11,5,"Break down the project into smaller components or systems, and identify the primary equipment, tools, and materials required for each.",Perception_Diagnosis,Cognitive,-1,LLM,0.9689,0.9689,0.0065,0.0229,0.0016
4.A.2.b.1.I08.D11,6,"Research and gather information about the identified equipment, tools, and materials, including their availability, cost, and maintenance requirements.",Navigation_Addressing,Cognitive,27,LLM,0.8176,0.8176,0.137,0.042,0.0034
4.A.2.b.1.I08.D11,7,"Create a preliminary list of equipment, tools, and materials, including their quantities, estimated costs, and suppliers.",Manipulation_Execution,Cognitive,27,LLM,0.9779,0.9779,0.0115,0.0087,0.0019
4.A.2.b.1.I08.D11,8,"Consult with equipment suppliers, tool manufacturers, and material vendors to confirm availability, pricing, and make any necessary adjustments to the preliminary list.",Intent_Communication,Cognitive,27,LLM,0.9171,0.9171,0.0223,0.0544,0.0062
4.A.2.b.1.I08.D11,9,"Review the preliminary list and adjust quantities, equipment, tools, or materials as necessary to meet the project's budget constraints.",Perception_Diagnosis,Cognitive,27,LLM,0.9843,0.9843,0.0034,0.0062,0.0061
4.A.2.b.1.I08.D11,10,"Create a final list of equipment, tools, and materials, including their quantities, estimated costs, suppliers, and delivery dates.",Manipulation_Execution,Cognitive,27,LLM,0.9859,0.9859,0.005,0.0073,0.0018
4.A.2.b.1.I08.D11,11,"Present the final list to the project team and stakeholders for review, approval, and sign-off.",Feedback_Verification,Cognitive,29,LLM,0.9612,0.9612,0.0003,0.0011,0.0375
4.A.1.b.3.I01.D11,1,The technician approaches the weighing station and ensures that the product is properly placed on the scale.,Navigation_Addressing,Physical,-1,Multimodal_Perception,0.8268,0.0936,0.8268,0.0636,0.016
4.A.1.b.3.I01.D11,2,The technician initializes the weighing process by pressing the start button on the scale or entering the product code.,Intent_Communication,Physical,-1,Multimodal_Perception,0.8836,0.0373,0.8836,0.0666,0.0125
4.A.1.b.3.I01.D11,3,The technician waits for the scale to stabilize and display the weight reading.,Perception_Diagnosis,Cognitive,-1,Multimodal_Perception,0.924,0.0357,0.924,0.0086,0.0316
4.A.1.b.3.I01.D11,4,The technician compares the weight reading to the target weight for the product.,Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.9913,0.0047,0.9913,0.0022,0.0019
4.A.1.b.3.I01.D11,5,"If the weight is within the acceptable range, the technician places the product in the designated 'ready for packaging' area.",Manipulation_Execution,Physical,28,Embodied,0.8989,0.0095,0.0722,0.8989,0.0194
4.A.1.b.3.I01.D11,6,"If the weight is outside the acceptable range, the technician marks the product for reprocessing or alerts the supervisor.",Manipulation_Execution,Physical,-1,Multimodal_Perception,0.916,0.0134,0.916,0.0514,0.0193
4.A.1.b.3.I01.D11,7,The technician documents the weighing results and any issues or anomalies for quality control purposes.,Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.9673,0.0286,0.9673,0.0014,0.0027
4.A.1.b.3.I01.D11,8,The technician repeats the process with the next product on the assembly line.,Intent_Communication,Cognitive,-1,Multimodal_Perception,0.5007,0.1344,0.5007,0.3471,0.0179
4.A.3.a.2.I20.D05,1,"Review system documentation, installation plan, and discuss project requirements with the client.",Intent_Communication,Cognitive,-1,LLM,0.9746,0.9746,0.0026,0.0006,0.0222
4.A.3.a.2.I20.D05,2,"Inspect installation locations, consider sightlines/coverage, and diagnose any layout issues.",Navigation_Addressing,Cognitive & Physical,-1,Multimodal_Perception,0.7961,0.1806,0.7961,0.0192,0.0041
4.A.3.a.2.I20.D05,3,Gather necessary tools and equipment for installation and cable management.,Navigation_Addressing,Physical,-1,Embodied,0.8608,0.1118,0.0195,0.8608,0.0078
4.A.3.a.2.I20.D05,4,"Mount sensors/cameras securely at the identified locations, using appropriate drilling and fastening techniques.",Manipulation_Execution,Physical,26,Multimodal_Perception,0.5455,0.1096,0.5455,0.3303,0.0146
4.A.3.a.2.I20.D05,5,"Run cabling from each sensor/camera to the main unit/NVR location, ensuring proper routing and avoiding obstructions.",Navigation_Addressing,Physical,-1,Embodied,0.656,0.1636,0.1398,0.656,0.0406
4.A.3.a.2.I20.D05,6,"Connect sensor/camera cables to the appropriate ports on the main unit/NVR, ensuring correct polarity and secure connections.",Manipulation_Execution,Physical,-1,Multimodal_Perception,0.4446,0.084,0.4446,0.415,0.0564
4.A.3.a.2.I20.D05,7,Power on the system and verify that all sensors/cameras are recognized and functioning correctly.,Feedback_Verification,Cognitive & Physical,34,Multimodal_Perception,0.924,0.0201,0.924,0.0527,0.0033
4.A.3.a.2.I20.D05,8,"Adjust sensor/camera settings, such as focus, zoom, recording schedule, and calibrate sensors if necessary.",Manipulation_Execution,Cognitive,-1,Multimodal_Perception,0.7523,0.0357,0.7523,0.2017,0.0104
4.A.3.a.2.I20.D05,9,Test the system by triggering its functionality and verifying that it records/stores data correctly.,Feedback_Verification,Cognitive,-1,Multimodal_Perception,0.9328,0.064,0.9328,0.0017,0.0015
4.A.3.a.2.I20.D05,10,"Document the installation, including sensor/camera locations, cable routes, and any unique system configurations.",Intent_Communication,Cognitive,-1,Multimodal_Perception,0.708,0.2678,0.708,0.0171,0.0071
4.A.3.a.2.I20.D01,1,"Review blueprints, specifications, and installation manuals to understand the electrical system requirements and plan the installation.",Intent_Communication,Cognitive,-1,LLM,0.9142,0.9142,0.0625,0.0181,0.0052
4.A.3.a.2.I20.D01,2,"Gather and prepare all necessary electrical components, equipment, tools, and materials.",Navigation_Addressing,Physical,-1,Embodied,0.6899,0.2247,0.0789,0.6899,0.0064
4.A.3.a.2.I20.D01,3,Shut off the main electrical power supply and test wires to ensure no power is flowing through the system.,Perception_Diagnosis,Physical,34,Multimodal_Perception,0.9903,0.0014,0.9903,0.0074,0.0009
4.A.3.a.2.I20.D01,4,Remove the old electrical panel (if applicable) and dispose of it safely.,Manipulation_Execution,Physical,34,Embodied,0.909,0.0145,0.07,0.909,0.0066
4.A.3.a.2.I20.D01,5,"Install the new electrical panel, ensuring it is level, securely fastened to the wall, and all connections are tight and secure.",Manipulation_Execution,Physical,-1,Embodied,0.5714,0.0953,0.299,0.5714,0.0344
4.A.3.a.2.I20.D01,6,"Run new wiring from the panel to the desired locations, ensuring it is properly secured and follows the correct path.",Navigation_Addressing,Physical,-1,Embodied,0.8355,0.0208,0.1331,0.8355,0.0107
4.A.3.a.2.I20.D01,7,"Install new outlets, switches, or other electrical components at the desired locations, ensuring they are level and securely fastened to the walls.",Manipulation_Execution,Physical,-1,Embodied,0.9013,0.0576,0.0287,0.9013,0.0125
4.A.3.a.2.I20.D01,8,"Connect the new wiring to the electrical panel and other components, ensuring all connections are tight and secure.",Manipulation_Execution,Physical,-1,Embodied,0.77,0.0438,0.1664,0.77,0.0199
4.A.3.a.2.I20.D01,9,Test each electrical component to ensure they are working correctly.,Feedback_Verification,Physical,34,Multimodal_Perception,0.9942,0.0018,0.9942,0.0037,0.0003
4.A.3.a.2.I20.D01,10,"Inspect the entire installation for any signs of damage, loose connections, or other issues.",Perception_Diagnosis,Physical,-1,Multimodal_Perception,0.9994,0.0002,0.9994,0.0003,1e-04
4.A.3.a.2.I20.D01,11,"Perform a final safety test, using a multimeter to ensure there are no shorts or other electrical hazards.",Feedback_Verification,Physical,34,Multimodal_Perception,0.9918,0.0038,0.9918,0.0036,0.0008
4.A.3.a.2.I20.D01,12,Turn the main power supply back on and confirm that all installed electrical components are working correctly.,Feedback_Verification,Physical,34,Multimodal_Perception,0.9017,0.0104,0.9017,0.0756,0.0123
4.A.3.a.2.I20.D01,13,"Document the installation process, including any changes or modifications made during the process, and provide a detailed report to the client.",Intent_Communication,Cognitive,-1,LLM,0.908,0.908,0.0081,0.0031,0.0809
4.A.1.a.2.I08.D01,1,Log into the financial market data platform.,Navigation_Addressing,Physical,15,LLM,0.7655,0.7655,0.2147,0.0078,0.012
4.A.1.a.2.I08.D01,2,"Select the target sector (e.g., tech) and relevant market indicators.",Navigation_Addressing,Cognitive,17,LLM,0.9867,0.9867,0.0075,0.0007,0.0051
4.A.1.a.2.I08.D01,3,"Review real-time market data for the selected sector, noting any immediate anomalies or trends.",Perception_Diagnosis,Cognitive,17,LLM,0.8051,0.8051,0.1846,0.0007,0.0096
4.A.1.a.2.I08.D01,4,Access and analyze historical data for the sector and relevant economic indicators.,Navigation_Addressing,Cognitive,17,LLM,0.9969,0.9969,0.0025,1e-04,0.0005
4.A.1.a.2.I08.D01,5,Compare historical trends with current market conditions to identify potential shifts or confirmations.,Perception_Diagnosis,Cognitive,17,LLM,0.9744,0.9744,0.0223,1e-04,0.0032
4.A.1.a.2.I08.D01,6,"Cross-reference identified trends with news articles, reports, and expert analysis.",Intent_Communication,Cognitive,17,LLM,0.9514,0.9514,0.0077,0.001,0.0399
4.A.1.a.2.I08.D01,7,Summarize key findings and insights into a concise report.,Feedback_Verification,Cognitive,17,LLM,0.992,0.992,0.0013,1e-04,0.0066
4.A.1.a.2.I08.D01,8,"Share the report with relevant stakeholders (e.g., portfolio managers).",Intent_Communication,Physical,29,LLM,0.9142,0.9142,0.0011,0.0017,0.083
4.A.1.a.2.I09.D01,1,Consult the property's maintenance history and previous inspection reports to familiarize oneself with the landscaping layout and any known issues.,Intent_Communication,Cognitive,19,LLM,0.4982,0.4982,0.4689,0.0082,0.0247
